8;fort;2648.00;9.80;1167.00;1.22;0
8;fort;2654.00;10.10;1266.00;5.34;0
8;fort;2627.00;9.90;1165.00;5.45;0
8;fort;2623.00;10.30;1150.00;3.29;0
8;fort;2654.00;9.90;1286.00;5.95;0
8;fort;2624.00;9.75;1173.00;2.33;0
8;fort;2615.00;10.15;1268.00;3.89;0
8;fort;2669.00;9.70;1187.00;1.73;0
8;fort;2606.00;10.10;1234.00;4.40;0
8;fort;2635.00;9.82;1212.00;0.78;0
8;fort;2617.00;10.15;1259.00;2.34;0
8;fort;2648.00;10.00;1248.00;0.18;0
8;fort;2652.00;9.80;1230.00;2.84;0
8;fort;2588.00;9.90;1215.00;5.50;0
8;fort;2648.00;9.80;1221.00;2.24;0
8;fort;2603.00;10.00;1245.00;3.45;0
8;fort;2617.00;10.15;1263.00;1.29;0
8;fort;2607.00;9.90;1158.00;2.85;0
8;trench;2615.00;9.90;1276.00;5.51;0
8;trench;2594.00;10.00;1239.00;1.90;0
8;trench;2612.00;10.07;1270.00;6.02;0
8;trench;2620.00;9.80;1291.00;6.12;0
8;trench;2675.00;9.80;1168.00;3.96;0
8;trench;2582.00;10.03;1168.00;1.80;0
8;trench;2654.00;10.00;1171.00;4.46;0
8;trench;2585.00;10.20;1228.00;6.03;0
8;trench;2583.00;9.98;1196.00;2.41;0
8;trench;2612.00;9.82;1163.00;0.25;0
8;trench;2638.00;9.75;1174.00;1.45;0
8;trench;2606.00;9.80;1156.00;4.47;0
8;trench;2623.00;10.03;1236.00;0.85;0
8;trench;2635.00;10.00;1201.00;3.52;0
8;trench;2659.00;9.75;1200.00;5.08;0
8;trench;2673.00;10.00;1255.00;2.92;0
8;trench;2611.00;9.80;1208.00;5.58;0
8;trench;2652.00;10.00;1254.00;1.96;0
8;trench;2662.00;9.90;1245.00;4.98;0
8;trench;2658.00;10.03;1275.00;6.19;0
8;trench;2650.00;9.80;1230.00;4.03;0
8;trench;2594.00;9.93;1188.00;0.41;0
8;trench;2600.00;9.93;1184.00;1.97;0
8;trench;2657.00;9.90;1152.00;4.63;0
8;trench;2614.00;10.38;1231.00;2.47;0
8;trench;2614.00;10.05;1144.00;5.14;0
8;trench;2641.00;10.10;1276.00;0.41;0
8;trench;2645.00;10.00;1248.00;4.54;0
8;trench;2663.00;9.80;1190.00;0.92;0
8;trench;2612.00;10.07;1258.00;2.48;0
8;trench;2660.00;9.98;1158.00;5.14;0
8;trench;2647.00;9.88;1220.00;2.98;0
9;port;2807.00;9.85;1108.00;-2.68;9940
9;port;2851.00;9.78;1062.00;0.42;7369
9;port;2854.00;9.50;1088.00;-0.36;7370
9;port;2829.00;9.57;1084.00;-1.89;10364
9;port;2882.00;9.82;1094.00;-3.61;6961
9;port;2824.00;9.50;1071.00;-1.85;10364
9;port;2832.00;9.57;1099.00;0.51;10364
9;port;2872.00;9.55;1140.00;-4.57;8462
9;port;2836.00;9.50;1132.00;-0.79;9941
9;port;2872.00;9.50;1066.00;-1.11;7370
9;port;2845.00;9.80;1114.00;-2.58;9941
9;port;2862.00;9.80;1106.00;0.46;6961
9;port;2802.00;9.50;1094.00;-1.17;11306
9;port;2851.00;9.80;1141.00;-3.02;6690
9;fort;2859.00;10.23;1117.00;4.76;0
9;fort;2808.00;10.10;1099.00;2.61;0
9;fort;2865.00;10.05;1132.00;2.71;0
9;fort;2839.00;10.10;1095.00;0.55;0
9;fort;2838.00;9.80;1132.00;3.21;0
9;fort;2840.00;10.18;1092.00;4.77;0
9;fort;2825.00;9.98;1115.00;1.16;0
9;fort;2872.00;10.20;1091.00;5.28;0
9;fort;2873.00;9.85;1068.00;0.20;0
9;fort;2817.00;9.93;1091.00;3.22;0
9;fort;2857.00;10.18;1099.00;5.88;0
9;fort;2846.00;9.98;1065.00;2.26;0
9;fort;2829.00;9.95;1073.00;0.11;0
9;fort;2865.00;10.00;1119.00;1.67;0
9;trench;2805.00;9.95;1100.00;5.79;0
9;trench;2858.00;10.05;1109.00;0.71;0
9;trench;2837.00;10.12;1082.00;4.83;0
9;trench;2865.00;9.98;1099.00;0.11;0
9;trench;2848.00;9.98;1138.00;2.78;0
9;trench;2841.00;9.98;1074.00;5.44;0
9;trench;2812.00;10.15;1104.00;2.17;0
9;trench;2804.00;9.85;1090.00;3.38;0
9;trench;2869.00;9.90;1084.00;1.22;0
9;trench;2838.00;10.10;1108.00;5.34;0
9;trench;2830.00;10.00;1066.00;5.45;0
9;trench;2856.00;10.05;1136.00;3.29;0
9;trench;2883.00;9.90;1089.00;5.95;0
9;trench;2864.00;9.90;1113.00;2.33;0
10;port;1119.00;9.78;1613.00;-2.48;6563
10;port;1158.00;9.75;1581.00;-1.57;7137
10;port;1139.00;9.53;1561.00;1.25;7137
10;port;1135.00;9.75;1558.00;0.64;7137
10;port;1145.00;9.70;1575.00;1.49;7137
10;port;1118.00;9.50;1543.00;1.18;7137
10;port;1125.00;9.50;1555.00;0.64;7137
10;port;1153.00;9.75;1599.00;1.45;11754
10;port;1146.00;9.50;1568.00;1.29;7137
10;fort;1120.00;10.45;1583.00;2.70;0
10;fort;1083.00;11.07;1552.00;5.72;0
10;fort;1122.00;10.18;1572.00;0.64;0
10;fort;1127.00;10.15;1573.00;4.76;0
10;fort;1133.00;9.78;1558.00;2.61;0
10;fort;1141.00;9.73;1590.00;2.71;0
10;fort;1138.00;9.88;1568.00;0.55;0
10;fort;1098.00;10.65;1576.00;3.21;0
10;fort;1128.00;10.00;1602.00;4.77;0
10;fort;1111.00;9.95;1551.00;1.16;0
10;fort;1155.00;9.80;1581.00;5.28;0
10;fort;1139.00;9.80;1565.00;0.20;0
10;trench;1132.00;10.00;1572.00;3.22;0
10;trench;1139.00;9.98;1599.00;5.88;0
10;trench;1112.00;10.23;1567.00;2.26;0
10;trench;1109.00;10.43;1580.00;0.11;0
10;trench;1135.00;9.90;1569.00;1.67;0
10;trench;1120.00;9.78;1555.00;5.79;0
10;trench;1130.00;10.00;1565.00;0.71;0
10;trench;1118.00;10.00;1605.00;4.83;0
10;trench;1140.00;9.80;1565.00;0.11;0
10;trench;1118.00;9.80;1550.00;2.78;0
10;trench;1084.00;11.03;1553.00;5.44;0
10;trench;1156.00;9.80;1580.00;2.17;0
11;port;1047.00;9.53;1397.00;-0.52;2825
11;port;1088.00;9.50;1357.00;-1.28;1551
11;port;1080.00;9.50;1380.00;-0.62;1551
11;port;1031.00;9.78;1440.00;-3.14;3629
11;port;1016.00;9.53;1433.00;1.57;4555
11;port;1029.00;9.78;1400.00;1.23;5954
11;port;1033.00;9.80;1411.00;1.57;5954
11;port;1079.00;9.80;1375.00;1.57;1551
11;port;1053.00;9.80;1388.00;-4.35;2825
11;port;1041.00;9.53;1448.00;-2.23;3629
11;port;1061.00;9.80;1385.00;-3.55;6131
11;port;1069.00;9.50;1385.00;-0.62;6131
11;port;1038.00;9.53;1414.00;-1.33;5954
11;fort;1127.00;10.30;1364.00;0.55;0
11;fort;988.00;10.28;1432.00;3.21;0
11;fort;973.00;9.88;1413.00;4.77;0
11;fort;1035.00;10.07;1432.00;1.16;0
11;fort;962.00;12.30;1422.00;5.28;0
11;fort;970.00;13.28;1397.00;0.20;0
11;fort;953.00;16.05;1456.00;3.22;0
11;fort;1010.00;10.15;1382.00;5.88;0
11;fort;952.00;14.45;1412.00;2.26;0
11;fort;1025.00;9.80;1429.00;0.11;0
11;fort;1022.00;9.85;1413.00;1.67;0
11;fort;1111.00;10.70;1386.00;5.79;0
11;fort;1128.00;10.23;1374.00;0.71;0
11;fort;1076.00;10.15;1364.00;4.83;0
11;fort;1039.00;9.90;1422.00;0.11;0
11;fort;1067.00;13.78;1415.00;2.78;0
11;fort;1071.00;14.20;1430.00;5.44;0
11;fort;987.00;10.62;1440.00;2.17;0
11;fort;997.00;9.70;1417.00;3.38;0
11;fort;1065.00;9.98;1377.00;1.22;0
11;fort;981.00;10.70;1430.00;5.34;0
11;fort;1095.00;10.12;1379.00;5.45;0
11;fort;1102.00;10.62;1397.00;3.29;0
11;fort;1018.00;10.05;1389.00;5.95;0
11;fort;1092.00;9.95;1366.00;2.33;0
11;fort;1061.00;9.90;1394.00;3.89;0
11;fort;968.00;10.82;1418.00;1.73;0
11;fort;1043.00;10.20;1376.00;4.40;0
11;fort;1039.00;9.88;1393.00;0.78;0
11;fort;982.00;11.35;1396.00;2.34;0
11;fort;1113.00;10.48;1389.00;0.18;0
11;fort;1041.00;9.80;1407.00;2.84;0
11;trench;1071.00;13.65;1413.00;5.50;0
11;trench;1074.00;9.80;1376.00;2.24;0
11;trench;1045.00;10.90;1422.00;3.45;0
11;trench;1115.00;10.57;1366.00;1.29;0
11;trench;1107.00;10.80;1380.00;2.85;0
11;trench;1030.00;10.05;1391.00;5.51;0
11;trench;1014.00;9.93;1405.00;1.90;0
11;trench;951.00;14.28;1417.00;6.02;0
11;trench;1043.00;10.90;1435.00;6.12;0
11;trench;1073.00;13.75;1430.00;3.96;0
11;trench;1024.00;9.70;1434.00;1.80;0
11;trench;1006.00;10.20;1386.00;4.46;0
11;trench;971.00;10.30;1414.00;6.03;0
11;trench;983.00;9.95;1418.00;2.41;0
11;trench;1061.00;11.20;1405.00;0.25;0
11;trench;980.00;11.35;1441.00;1.45;0
11;trench;1073.00;12.25;1401.00;4.47;0
11;trench;1053.00;9.95;1382.00;0.85;0
11;trench;1095.00;10.05;1366.00;3.52;0
11;trench;1127.00;10.20;1371.00;5.08;0
11;trench;1092.00;11.82;1397.00;2.92;0
11;trench;1030.00;9.75;1406.00;5.58;0
11;trench;999.00;9.98;1433.00;1.96;0
11;trench;967.00;13.12;1402.00;4.98;0
11;trench;954.00;15.90;1442.00;6.19;0
11;trench;990.00;10.25;1399.00;4.03;0
11;trench;1112.00;10.43;1389.00;0.41;0
11;trench;956.00;13.73;1424.00;1.97;0
11;trench;976.00;9.73;1414.00;4.63;0
11;trench;1088.00;11.35;1389.00;2.47;0
11;trench;983.00;12.60;1390.00;5.14;0
11;trench;1053.00;11.30;1368.00;0.41;0
12;port;1095.00;9.53;1489.00;-1.17;651
12;port;1169.00;9.50;1532.00;-3.46;5013
12;port;1122.00;9.78;1460.00;-4.17;5619
12;port;1104.00;9.50;1474.00;-0.54;3469
12;port;1145.00;9.70;1538.00;-4.51;1424
12;port;1179.00;9.78;1522.00;-2.82;4956
12;port;1184.00;9.57;1506.00;-0.20;2881
12;port;1169.00;9.78;1541.00;1.14;5013
12;port;1129.00;9.50;1529.00;-0.32;2884
12;port;1102.00;9.80;1524.00;-1.57;6163
12;port;1161.00;9.50;1507.00;-3.46;2881
12;port;1204.00;9.50;1522.00;-1.17;5014
12;port;1090.00;9.50;1505.00;-1.57;4681
12;port;1153.00;9.50;1530.00;-1.93;1424
12;port;1147.00;9.75;1494.00;-4.17;6198
12;port;1186.00;9.53;1561.00;-2.30;7136
12;port;1089.00;9.78;1488.00;-4.07;651
12;port;1188.00;9.80;1497.00;-3.44;2881
12;port;1087.00;9.57;1508.00;0.98;4681
12;port;1148.00;9.60;1480.00;-2.28;6136
12;port;1153.00;9.53;1497.00;-1.78;6198
12;port;1118.00;9.53;1471.00;0.79;5619
12;port;1088.00;9.85;1528.00;-2.36;6189
12;port;1181.00;9.53;1538.00;-1.57;5013
12;port;1199.00;9.75;1521.00;-2.94;5014
12;port;1058.00;9.80;1505.00;-2.16;2147
12;port;1128.00;9.75;1467.00;-1.17;5619
12;port;1131.00;9.75;1518.00;-3.52;2884
12;port;1105.00;9.80;1467.00;-4.09;3469
12;port;1154.00;9.50;1504.00;0.40;6198
12;port;1177.00;9.50;1543.00;-0.79;6143
12;port;1085.00;9.80;1497.00;-4.51;651
12;fort;1153.00;9.85;1489.00;5.45;0
12;fort;1207.00;10.85;1542.00;3.29;0
12;fort;1081.00;10.25;1500.00;5.95;0
12;fort;1147.00;9.80;1533.00;2.33;0
12;fort;1090.00;10.07;1465.00;3.89;0
12;fort;1178.00;9.75;1545.00;1.73;0
12;fort;1192.00;10.20;1493.00;4.40;0
12;fort;1138.00;9.90;1481.00;0.78;0
12;fort;1108.00;10.18;1517.00;2.34;0
12;fort;1102.00;9.93;1488.00;0.18;0
12;fort;1203.00;10.40;1544.00;2.84;0
12;fort;1105.00;10.23;1506.00;5.50;0
12;fort;1152.00;9.80;1547.00;2.24;0
12;fort;1117.00;10.40;1499.00;3.45;0
12;fort;1168.00;11.57;1466.00;1.29;0
12;fort;1137.00;9.93;1496.00;2.85;0
12;fort;1117.00;9.90;1475.00;5.51;0
12;fort;1091.00;9.95;1525.00;1.90;0
12;fort;1198.00;11.00;1465.00;6.02;0
12;fort;1185.00;9.80;1535.00;6.12;0
12;fort;1129.00;9.85;1466.00;3.96;0
12;fort;1177.00;9.80;1520.00;1.80;0
12;fort;1169.00;10.03;1501.00;4.46;0
12;fort;1162.00;10.62;1475.00;6.03;0
12;fort;1083.00;10.00;1479.00;2.41;0
12;fort;1111.00;9.95;1480.00;0.25;0
12;fort;1083.00;9.95;1502.00;1.45;0
12;fort;1157.00;9.80;1531.00;4.47;0
12;fort;1151.00;9.93;1511.00;0.85;0
12;fort;1182.00;10.00;1516.00;3.52;0
12;fort;1115.00;9.90;1461.00;5.08;0
12;fort;1064.00;10.12;1503.00;2.92;0
12;fort;1195.00;10.00;1513.00;5.58;0
12;fort;1173.00;9.73;1533.00;1.96;0
12;fort;1134.00;9.80;1527.00;4.98;0
12;fort;1202.00;10.85;1502.00;6.19;0
12;trench;1158.00;10.60;1471.00;4.03;0
12;trench;1110.00;10.18;1487.00;0.41;0
12;trench;1194.00;10.00;1558.00;1.97;0
12;trench;1131.00;10.05;1505.00;4.63;0
12;trench;1105.00;10.05;1487.00;2.47;0
12;trench;1086.00;9.80;1490.00;5.14;0
12;trench;1162.00;9.90;1499.00;0.41;0
12;trench;1156.00;9.80;1555.00;4.54;0
12;trench;1154.00;9.90;1512.00;0.92;0
12;trench;1093.00;10.00;1465.00;2.48;0
12;trench;1076.00;10.18;1479.00;5.14;0
12;trench;1106.00;10.20;1510.00;2.98;0
12;trench;1200.00;10.00;1514.00;4.19;0
12;trench;1183.00;9.88;1512.00;0.92;0
12;trench;1174.00;10.88;1479.00;3.59;0
12;trench;1143.00;10.23;1468.00;6.25;0
12;trench;1138.00;9.82;1524.00;2.64;0
12;trench;1119.00;9.80;1528.00;5.65;0
12;trench;1146.00;9.80;1534.00;2.04;0
12;trench;1120.00;9.80;1465.00;4.70;0
12;trench;1100.00;10.00;1495.00;2.54;0
12;trench;1071.00;9.88;1510.00;4.10;0
12;trench;1118.00;9.90;1475.00;0.48;0
12;trench;1198.00;10.10;1506.00;3.15;0
12;trench;1206.00;10.60;1472.00;6.16;0
12;trench;1176.00;11.30;1473.00;1.09;0
12;trench;1139.00;9.90;1492.00;5.21;0
12;trench;1084.00;10.03;1521.00;1.59;0
12;trench;1088.00;9.93;1515.00;3.15;0
12;trench;1180.00;9.78;1530.00;0.99;0
12;trench;1201.00;9.93;1531.00;3.66;0
12;trench;1173.00;9.80;1531.00;0.04;0
12;trench;1181.00;9.98;1517.00;1.60;0
12;trench;1160.00;9.93;1535.00;5.72;0
12;trench;1171.00;9.95;1503.00;0.65;0
12;trench;1178.00;9.75;1546.00;4.77;0
13;port;1323.00;9.60;1407.00;-0.12;3341
13;port;1264.00;9.80;1353.00;1.49;4497
13;port;1283.00;9.60;1392.00;0.38;5462
13;port;1277.00;9.57;1374.00;-4.42;5462
13;port;1308.00;9.50;1407.00;0.20;3670
13;port;1294.00;9.82;1403.00;0.54;3670
13;fort;1227.00;11.43;1383.00;4.76;0
13;fort;1216.00;10.50;1427.00;2.61;0
13;fort;1234.00;11.12;1384.00;2.71;0
13;fort;1216.00;10.40;1436.00;0.55;0
13;fort;1233.00;10.80;1442.00;3.21;0
13;fort;1264.00;11.28;1435.00;4.77;0
13;fort;1215.00;11.45;1365.00;1.16;0
13;fort;1246.00;10.10;1342.00;5.28;0
13;fort;1275.00;11.32;1441.00;0.20;0
13;fort;1260.00;11.00;1394.00;3.22;0
13;fort;1275.00;10.70;1415.00;5.88;0
13;fort;1205.00;10.80;1398.00;2.26;0
13;fort;1188.00;11.18;1381.00;0.11;0
13;fort;1190.00;10.40;1406.00;1.67;0
13;fort;1238.00;11.25;1420.00;5.79;0
13;fort;1331.00;10.10;1411.00;0.71;0
13;fort;1307.00;10.30;1415.00;4.83;0
13;fort;1278.00;10.20;1403.00;0.11;0
13;fort;1223.00;10.60;1353.00;2.78;0
13;fort;1268.00;10.20;1376.00;5.44;0
13;fort;1241.00;11.38;1404.00;2.17;0
